Jornada,Partido,Nombre,Dorsal,Nacionalidad,Posicion,Edad,Min,Gls,Asist,Penaltis,Penaltis_int,Disp.,Disp_a_puerta,Tarj_am,Tarj_rj,Num_toques,Entradas,Intercep.,Bloqueos,xG,xG_sin_penal,xAG,Acc_creacion_tiro,Acc_creacion_gol,Pases_compl,Pases_int,%_pases,Pases_progr,Veces_control,Conducc_progr,Acosos_int,Exito_acosos,Dist_tt_pases,Dist_progr_pases,Pases_cort_cmp,Pases_cort_int,%_cortos,Pases_med_cmp,Pases_med_int,%_medios,Pases_lrg_cmp,Pases_lrg_int,%_largos,xA,Pases_clave,Pases_ult_tercio,Pases_area,Centros,Pases_prof,Pases_en_vivo,Pases_balon_parado,Saques_falta,Pases_lrg,Cambio_orient,Pases_cruzad,Pases_lanz.,Saques_córner,Entradas_gan,Ent_prim_terc,Ent_seg_terc,Ent_ult_terc,DF_acosos,Exit_acosos,%_acosos,Acosos_perd,Bloq_tiro,Bloq_pase,Tkls+intercp,Despejes,Error_+_tiro,Toq_prop_area,Toq_prim_terc,Toq_seg_terc,Toq_ult_terc,Toq_area_riv,Dist_tt_traslado,Dist_tt_prog,Conducc_ult_terc,Conducc_area_riv,Perd_control,Perdida,Pases_recib,Pases_recib_prof,Faltas_com,Faltas_recib,Fueras_de_juego,Penal_recib,Penal_comet,Gol_recib,Recuperac,Duelos_aereos_gan,Duelos_aereos_perd,%_duelos_aereos
24,CEL-ATM,Samuel Lino,12,BRA,LM,25,9,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,2,0,0,0,74,7,3,4,75.0,0,0,0.0,1,1,100.0,0.0,0,1,0,0,0,4,1,0,0,0,0,1,0,1,2,0,0,2,2,100.0,0,0,0,2,0,0,0,2,3,2,0,8,0,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,100.0
24,CEL-ATM,Koke,6,ESP,CM,33,81,0,0,0,0,1,0,0,0,39,5,2,0,0.0,0.0,0.0,1,0,24,30,80.0,1,25,0,0,0,420,87,8,8,100.0,11,14,78.6,3,5,60.0,0.0,0,0,0,0,1,28,1,1,1,0,0,0,0,0,1,4,0,2,3,66.7,1,0,0,7,0,0,0,12,22,5,1,97,44,1,0,0,1,28,0,1,0,0,0,0,0,1,0,1,0.0
24,CEL-ATM,Pablo Barrios,8,ESP,CM,21,6,0,0,0,0,0,0,0,1,6,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,1,3,0,0,0,125,24,0,0,0.0,4,4,100.0,1,1,100.0,0.0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0.0
24,CEL-ATM,Rodrigo De Paul,5,ARG,CM,30,77,0,0,0,0,0,0,1,0,42,0,0,1,0.0,0.0,0.2,3,0,24,31,77.4,2,30,2,6,2,474,186,14,17,82.4,5,7,71.4,5,7,71.4,0.1,3,2,1,0,2,26,5,5,0,0,2,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,0,9,21,14,0,209,110,3,0,3,0,34,1,1,6,0,0,0,0,2,0,0,0.0
24,CEL-ATM,Ángel Correa,10,ARG,RM,29,13,0,0,0,0,1,1,0,0,7,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,4,1,1,0,23,16,2,3,66.7,0,0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,4,1,18,13,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0.0
24,CEL-ATM,Giuliano Simeone,22,ARG,RM,22,77,0,0,0,0,3,0,0,0,28,0,0,0,0.2,0.2,0.0,2,0,12,15,80.0,0,23,2,2,0,112,20,11,14,78.6,0,0,0.0,0,0,0.0,0.0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,3,10,15,4,145,40,2,2,3,0,23,2,1,4,0,0,0,0,2,1,3,25.0
24,CEL-ATM,Conor Gallagher,4,ENG,CM,25,13,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,1,0,4,5,80.0,1,3,1,0,0,45,21,3,3,100.0,1,1,100.0,0,0,0.0,0.0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,3,2,3,2,29,21,0,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0.0
24,CEL-ATM,Javi Galán,21,ESP,LB,30,58,0,0,0,0,0,0,0,0,37,2,0,0,0.0,0.0,0.0,0,0,22,28,78.6,1,21,0,4,1,368,94,13,14,92.9,5,8,62.5,4,5,80.0,0.0,0,2,0,0,1,20,8,2,0,1,1,6,0,1,2,0,0,1,1,100.0,0,0,0,2,4,0,5,22,11,4,0,99,45,1,0,0,0,22,1,0,1,0,0,0,0,0,2,0,100.0
24,CEL-ATM,Reinildo Mandava,23,MOZ,LB,31,32,0,0,0,0,0,0,0,0,22,0,4,0,0.0,0.0,0.0,0,0,11,14,78.6,1,10,0,0,0,182,112,6,6,100.0,4,6,66.7,1,2,50.0,0.0,0,1,0,0,1,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,4,2,0,4,12,7,3,0,24,7,0,0,2,0,4,0,2,1,0,0,0,0,5,1,1,50.0
24,CEL-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,0,0,1,0,33,1,0,0,0.0,0.0,0.0,0,0,23,27,85.2,1,25,0,0,0,424,143,8,8,100.0,13,15,86.7,1,2,50.0,0.0,0,2,0,0,1,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,4,0,6,16,17,0,0,116,29,0,0,0,0,23,0,2,1,0,0,1,0,3,0,0,0.0
24,CEL-ATM,José María Giménez,2,URU,CB,30,90,0,1,0,0,0,0,1,0,54,1,3,2,0.0,0.0,0.2,2,1,40,43,93.0,3,30,0,0,0,862,420,14,14,100.0,17,17,100.0,8,11,72.7,0.1,2,3,0,0,3,38,5,5,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2,0,4,7,0,16,33,18,4,1,166,76,0,0,0,0,29,0,0,1,0,0,0,0,4,0,1,0.0
24,CEL-ATM,Marcos Llorente,14,ESP,RB,30,90,0,0,0,0,1,1,0,0,45,3,2,1,0.1,0.1,0.0,2,0,32,36,88.9,0,25,1,2,0,525,118,20,21,95.2,8,10,80.0,4,5,80.0,0.0,1,1,0,0,0,26,10,0,0,0,1,10,0,3,2,1,0,2,2,100.0,0,0,1,5,0,0,4,16,17,12,1,139,54,1,0,0,0,25,2,0,2,0,0,0,0,2,0,0,0.0
24,CEL-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,21,36,58.3,0,21,0,0,0,845,725,1,1,100.0,9,9,100.0,11,26,42.3,0.0,0,1,0,0,0,20,16,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,33,39,0,0,0,134,92,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0
25,VAL-ATM,Julián Álvarez,19,ARG,FW,25,73,2,0,0,0,5,2,0,0,36,2,0,0,0.5,0.5,0.0,3,1,19,27,70.4,1,19,4,0,0,254,20,12,15,80.0,4,5,80.0,1,1,100.0,0.0,0,0,0,0,1,27,0,0,0,0,0,0,0,1,1,0,1,1,3,33.3,2,0,0,2,0,0,1,6,10,20,9,160,73,1,1,1,1,26,6,1,0,0,0,0,0,4,0,1,0.0
25,VAL-ATM,Alexander Sørloth,9,NOR,FW,29,17,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,1,8,0,3,1,78,10,5,6,83.3,1,1,100.0,0,1,0.0,0.0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,1,5,7,1,40,1,0,1,2,1,11,2,0,1,0,0,0,0,0,1,0,100.0
25,VAL-ATM,Antoine Griezmann,7,FRA,FW,33,67,0,1,0,0,1,0,0,0,64,1,0,0,0.1,0.1,0.6,5,1,55,58,94.8,9,32,1,0,0,735,220,31,31,100.0,18,19,94.7,2,2,100.0,0.9,2,3,3,0,9,56,2,1,1,1,0,0,0,0,1,0,0,0,2,0.0,2,0,0,1,2,0,2,11,29,24,1,180,105,3,1,0,1,55,6,1,2,1,0,0,0,2,0,0,0.0
25,VAL-ATM,Ángel Correa,10,ARG,RM,29,23,1,0,0,0,2,1,0,0,19,1,0,0,0.2,0.2,0.0,0,0,12,14,85.7,1,12,1,0,0,149,19,8,9,88.9,2,3,66.7,0,0,0.0,0.0,0,1,0,0,1,14,0,0,0,0,0,0,0,0,0,1,0,1,1,100.0,0,0,0,1,0,0,0,2,5,12,4,48,22,1,0,2,1,14,2,1,1,0,0,0,0,2,0,0,0.0
25,VAL-ATM,Samuel Lino,12,BRA,LM,25,45,0,0,0,0,1,0,1,0,31,4,0,0,0.4,0.4,0.0,0,0,21,24,87.5,2,16,1,0,0,426,73,7,9,77.8,10,10,100.0,3,3,100.0,0.0,0,2,1,0,2,21,3,1,0,0,1,2,0,1,3,1,0,2,2,100.0,0,0,0,4,0,0,1,9,11,11,1,75,34,1,0,0,0,20,6,1,2,0,0,0,0,3,0,0,0.0
25,VAL-ATM,Javi Galán,21,ESP,LB,30,45,0,0,0,0,1,0,1,0,30,1,0,1,0.0,0.0,0.0,0,0,21,23,91.3,0,17,1,0,0,282,102,15,15,100.0,5,6,83.3,1,2,50.0,0.0,0,1,0,0,0,20,3,0,0,0,1,3,0,0,1,0,0,0,1,0.0,1,1,0,1,4,0,4,19,7,4,0,61,44,0,0,0,0,18,1,3,3,0,0,0,0,2,2,1,66.7
25,VAL-ATM,Marcos Llorente,14,ESP,CM,30,90,0,0,0,0,0,0,0,0,58,3,1,3,0.0,0.0,0.0,0,0,45,46,97.8,0,27,1,1,1,625,110,26,27,96.3,17,17,100.0,0,0,0.0,0.0,0,0,0,0,0,46,0,0,0,0,0,0,0,3,2,1,0,2,4,50.0,2,1,2,4,3,0,5,27,29,3,0,111,53,1,0,1,0,42,0,3,1,0,0,0,0,2,0,0,0.0
25,VAL-ATM,Rodrigo De Paul,5,ARG,CM,30,90,0,0,0,0,0,0,0,0,115,3,0,2,0.0,0.0,0.0,2,0,88,102,86.3,11,74,2,2,0,1407,435,46,51,90.2,33,36,91.7,7,11,63.6,0.1,1,10,0,0,11,93,8,8,0,1,1,0,0,2,1,1,1,1,2,50.0,1,0,2,3,1,0,3,26,67,22,1,361,183,0,1,3,0,91,1,3,2,0,0,0,0,8,0,0,0.0
25,VAL-ATM,Giuliano Simeone,22,ARG,RM,22,67,0,1,0,0,1,0,0,0,29,1,0,0,0.0,0.0,0.0,1,1,19,23,82.6,0,15,0,1,0,201,48,10,11,90.9,6,7,85.7,0,0,0.0,0.5,1,0,0,0,0,23,0,0,0,0,1,0,0,1,1,0,0,1,2,50.0,1,0,0,1,1,0,1,7,9,13,3,61,26,1,1,0,0,23,4,0,2,1,0,0,0,1,1,0,100.0
25,VAL-ATM,José María Giménez,2,URU,CB,30,23,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,2,0,0,0,148,90,1,1,100.0,2,3,66.7,2,2,100.0,0.0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,0,3,8,1,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.0
25,VAL-ATM,César Azpilicueta,3,ESP,LB,35,45,0,0,0,0,0,0,0,0,34,2,0,0,0.0,0.0,0.0,1,1,26,31,83.9,3,23,1,0,0,437,134,13,15,86.7,11,12,91.7,2,3,66.7,0.0,0,1,0,0,3,27,4,0,0,0,0,4,0,1,2,0,0,1,1,100.0,0,0,0,2,3,0,1,11,16,7,0,79,52,1,0,0,0,25,0,1,0,0,0,0,0,2,0,0,0.0
25,VAL-ATM,Conor Gallagher,4,ENG,LM,25,45,0,1,0,0,0,0,0,0,43,2,1,3,0.0,0.0,0.3,3,1,28,33,84.8,4,24,0,2,1,357,121,13,15,86.7,12,13,92.3,0,2,0.0,0.2,3,1,2,0,4,33,0,0,0,0,0,0,0,1,1,0,1,1,1,100.0,0,1,2,3,1,0,3,13,21,11,2,138,66,2,0,0,3,29,1,0,1,0,0,0,0,7,0,0,0.0
25,VAL-ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,0,0,1,0,68,0,0,3,0.0,0.0,0.0,0,0,49,60,81.7,3,47,0,0,0,981,381,14,15,93.3,31,33,93.9,4,10,40.0,0.0,0,0,0,0,3,59,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,5,0,15,42,25,1,0,187,95,0,0,0,0,54,0,1,0,0,0,0,0,2,2,2,50.0
25,VAL-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,0,0,0,0,59,3,0,1,0.0,0.0,0.0,0,0,42,43,97.7,0,32,0,1,0,672,246,15,15,100.0,23,23,100.0,1,1,100.0,0.0,0,0,0,0,0,43,0,0,0,0,0,0,0,2,2,1,0,2,2,100.0,0,1,0,3,6,0,11,39,18,2,1,115,21,1,0,2,2,40,0,0,0,0,0,0,0,3,2,0,100.0
25,VAL-ATM,Nahuel Molina,16,ARG,RB,26,90,0,0,0,0,0,0,0,0,85,2,0,1,0.0,0.0,0.0,0,0,67,76,88.2,0,47,2,3,2,905,379,43,46,93.5,21,24,87.5,1,2,50.0,0.0,0,0,0,0,0,67,8,2,0,0,1,6,0,0,1,1,0,1,1,100.0,0,1,0,2,4,0,7,35,33,17,2,109,51,2,1,0,0,64,6,1,1,0,0,0,0,5,1,0,100.0
25,VAL-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,21,28,75.0,0,9,0,0,0,664,478,3,3,100.0,9,9,100.0,9,16,56.3,0.0,0,1,0,0,0,10,18,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,28,29,0,0,0,53,31,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,100.0
26,ATH-ATM,Alexander Sørloth,9,NOR,FW,29,58,0,0,0,0,3,0,1,0,24,0,1,0,0.8,0.8,0.1,1,0,10,15,66.7,2,13,2,0,0,129,27,6,10,60.0,3,4,75.0,0,0,0.0,0.1,1,0,1,0,2,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1,1,12,11,6,66,46,1,1,2,2,21,3,1,0,0,0,0,0,1,8,0,100.0
26,ATH-ATM,Julián Álvarez,19,ARG,FW,25,32,1,0,0,0,2,2,0,0,15,2,0,1,0.7,0.7,0.0,2,0,5,8,62.5,0,11,2,1,0,59,18,1,4,25.0,2,2,100.0,0,0,0.0,0.0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,1,1,2,50.0,1,0,1,2,1,0,0,2,6,8,1,74,39,1,1,2,1,9,3,0,1,0,0,0,0,1,0,1,0.0
26,ATH-ATM,Antoine Griezmann,7,FRA,FW,33,62,0,0,0,0,0,0,0,0,50,1,0,0,0.0,0.0,0.1,4,0,30,45,66.7,4,31,2,1,0,454,143,15,18,83.3,10,15,66.7,3,6,50.0,0.2,2,1,1,1,4,35,8,0,1,0,6,2,5,0,0,1,0,0,0,0.0,0,0,0,1,0,0,0,4,24,22,1,117,53,4,0,0,2,33,8,0,0,0,0,0,0,3,0,0,0.0
26,ATH-ATM,Ángel Correa,10,ARG,RM,29,28,0,0,0,0,1,1,0,0,15,0,1,0,0.0,0.0,0.0,1,0,7,9,77.8,1,10,1,2,0,81,39,4,6,66.7,2,2,100.0,0,0,0.0,0.0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,1,0,0,0,2,9,4,2,40,23,0,2,2,0,9,1,0,0,1,0,0,0,2,0,0,0.0
26,ATH-ATM,Samuel Lino,12,BRA,LM,25,58,0,0,0,0,2,1,0,0,37,1,0,0,0.2,0.2,0.0,2,0,19,27,70.4,4,27,0,2,1,351,195,11,13,84.6,3,5,60.0,5,6,83.3,0.0,0,4,0,0,4,27,0,0,0,0,1,0,0,1,0,1,0,1,1,100.0,0,0,0,1,0,0,1,8,19,10,2,79,35,0,0,4,1,27,3,0,2,0,0,0,0,3,2,3,40.0
26,ATH-ATM,Conor Gallagher,4,ENG,LM,25,32,0,0,0,0,0,0,0,0,14,1,3,0,0.0,0.0,0.0,0,0,7,8,87.5,0,7,0,0,0,79,4,4,5,80.0,3,3,100.0,0,0,0.0,0.0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,4,2,0,3,4,7,4,0,36,8,1,0,0,0,8,0,1,1,0,0,0,0,4,0,1,0.0
26,ATH-ATM,Pablo Barrios,8,ESP,CM,21,68,0,0,0,0,0,0,1,0,54,2,2,1,0.0,0.0,0.0,1,0,37,44,84.1,4,32,0,3,2,642,203,20,24,83.3,15,16,93.8,2,3,66.7,0.0,0,2,0,0,4,43,1,1,0,0,0,0,0,1,0,1,1,2,2,100.0,0,1,0,4,1,0,3,19,34,3,0,105,45,1,0,3,0,30,1,2,1,0,0,0,0,4,1,0,100.0
26,ATH-ATM,José María Giménez,2,URU,CB,30,22,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,39,14,0,0,0.0,2,2,100.0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
26,ATH-ATM,Rodrigo De Paul,5,ARG,CM,30,90,0,0,0,0,1,0,0,0,86,4,1,1,0.0,0.0,0.0,4,1,63,76,82.9,12,57,2,0,0,1170,301,27,30,90.0,26,29,89.7,9,15,60.0,0.1,1,5,2,2,12,73,3,1,0,1,4,1,1,4,1,3,0,3,5,60.0,2,0,1,5,0,1,2,18,58,11,0,326,155,1,0,1,0,65,1,0,1,0,0,0,0,8,0,0,0.0
26,ATH-ATM,Giuliano Simeone,22,ARG,RM,22,57,0,0,0,0,1,0,0,0,23,0,1,0,0.0,0.0,0.5,1,0,16,20,80.0,0,18,5,3,3,200,81,11,13,84.6,3,5,60.0,1,1,100.0,0.4,1,0,2,2,0,18,2,0,1,0,4,2,0,0,0,0,0,0,1,0.0,1,0,0,1,0,0,0,1,10,12,3,162,116,2,1,0,0,19,7,0,0,1,0,0,0,2,0,1,0.0
26,ATH-ATM,Marcos Llorente,14,ESP,CM,30,33,0,1,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.7,1,1,6,8,75.0,1,4,1,0,0,90,19,4,5,80.0,2,2,100.0,0,0,0.0,0.1,1,0,0,0,1,7,0,0,1,0,0,0,0,1,0,1,0,1,1,100.0,0,0,0,1,2,0,0,3,5,4,0,34,24,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0.0
26,ATH-ATM,Javi Galán,21,ESP,LB,30,90,0,0,0,0,0,0,0,0,69,5,0,0,0.0,0.0,0.7,3,0,42,56,75.0,0,44,4,4,1,592,134,28,32,87.5,9,14,64.3,4,7,57.1,0.7,2,4,2,2,0,51,5,0,0,0,5,5,0,4,4,1,0,2,4,50.0,2,0,0,5,3,0,2,24,30,15,1,206,119,1,1,1,0,47,6,2,1,0,0,0,0,4,1,2,33.3
26,ATH-ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,0,0,0,0,80,0,0,4,0.0,0.0,0.0,1,0,65,74,87.8,2,61,0,0,0,1430,567,18,19,94.7,36,39,92.3,11,16,68.8,0.0,0,3,0,0,2,72,2,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0,4,0,0,1,0,8,48,32,0,0,324,189,0,0,0,0,61,0,0,1,1,0,0,0,7,0,1,0.0
26,ATH-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,2,0,0,0,62,2,0,0,0.5,0.5,0.0,0,0,51,53,96.2,2,48,0,0,0,830,233,24,24,100.0,26,26,100.0,1,3,33.3,0.0,0,1,0,0,2,52,1,1,0,0,0,0,0,1,1,1,0,2,3,66.7,1,0,0,2,5,0,7,36,25,2,2,174,74,0,0,0,0,48,0,0,0,1,0,0,0,4,1,0,100.0
26,ATH-ATM,Nahuel Molina,16,ARG,RB,26,90,0,0,0,0,0,0,0,0,72,3,0,2,0.0,0.0,0.0,1,0,57,64,89.1,5,41,0,1,1,794,288,37,37,100.0,15,18,83.3,3,4,75.0,0.0,1,4,1,0,5,56,7,0,0,0,0,7,0,2,1,2,0,2,5,40.0,3,1,1,3,2,0,5,27,41,4,0,168,105,0,0,0,0,47,3,1,0,0,0,0,0,2,1,1,50.0
26,ATH-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,21,27,77.8,0,15,0,0,0,454,315,4,4,100.0,13,13,100.0,4,10,40.0,0.0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,29,29,0,0,0,106,90,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0.0
27,GET-ATM,Julián Álvarez,19,ARG,FW,25,57,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,2,0,12,17,70.6,0,13,0,1,1,265,59,4,7,57.1,4,5,80.0,3,4,75.0,0.0,1,0,0,0,0,14,3,0,0,1,2,0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,11,10,0,42,6,0,0,3,1,16,4,2,0,0,0,0,0,2,0,1,0.0
27,GET-ATM,Alexander Sørloth,9,NOR,FW,29,33,1,0,1,1,0,0,1,0,13,0,0,0,0.8,0.0,0.0,0,0,6,11,54.5,2,5,0,0,0,99,6,2,4,50.0,4,6,66.7,0,0,0.0,0.0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,5,1,34,3,0,0,1,1,8,1,3,0,0,0,0,0,0,2,3,40.0
27,GET-ATM,Antoine Griezmann,7,FRA,FW,33,68,0,0,0,0,1,0,0,0,43,0,1,0,0.0,0.0,0.0,0,0,23,39,59.0,2,22,0,0,0,354,73,13,16,81.3,8,14,57.1,2,5,40.0,0.0,0,2,0,0,2,37,2,0,0,0,4,0,1,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1,3,26,14,1,38,17,1,0,0,0,33,5,0,0,2,0,0,0,2,0,0,0.0
27,GET-ATM,Conor Gallagher,4,ENG,CM,25,22,0,0,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.0,0,0,6,7,85.7,0,5,0,1,1,97,62,2,2,100.0,3,3,100.0,0,1,0.0,0.0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,1,1,0,1,5,6,1,0,10,1,0,0,1,0,4,1,0,1,0,0,0,0,4,0,0,0.0
27,GET-ATM,Samuel Lino,12,BRA,LM,25,45,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,11,15,73.3,2,9,1,0,0,136,29,8,8,100.0,2,3,66.7,0,0,0.0,0.0,0,1,0,0,2,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,3,12,6,0,26,19,0,0,4,0,15,6,0,0,1,0,0,0,1,1,1,50.0
27,GET-ATM,Ángel Correa,10,ARG,RM,30,42,0,0,0,0,0,0,0,1,17,1,0,0,0.0,0.0,0.0,1,0,8,11,72.7,2,7,0,4,1,114,28,4,4,100.0,4,6,66.7,0,0,0.0,0.1,0,3,0,0,2,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,1,2,0,1,4,7,7,1,32,12,0,0,0,1,10,2,1,0,0,0,0,0,2,0,0,0.0
27,GET-ATM,Marcos Llorente,14,ESP,CM,30,90,0,0,0,0,0,0,0,0,74,6,3,2,0.0,0.0,0.0,0,0,51,59,86.4,5,44,3,2,1,919,173,21,21,100.0,23,27,85.2,6,8,75.0,0.0,0,4,0,0,5,55,3,1,0,0,0,2,0,3,1,5,0,2,2,100.0,0,2,0,9,1,0,2,14,56,5,0,189,135,2,0,1,0,48,0,0,0,0,0,0,0,3,0,2,0.0
27,GET-ATM,Rodrigo De Paul,5,ARG,CM,30,45,0,0,0,0,0,0,0,0,44,0,0,1,0.0,0.0,0.0,0,0,33,40,82.5,5,29,0,1,0,699,259,10,10,100.0,18,20,90.0,5,10,50.0,0.0,0,5,1,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,0,15,29,1,0,135,70,0,0,1,0,34,1,0,0,0,0,0,0,8,0,1,0.0
27,GET-ATM,Pablo Barrios,8,ESP,CM,21,45,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.0,0,0,20,25,80.0,2,18,1,0,0,311,40,9,10,90.0,11,11,100.0,0,2,0.0,0.0,0,3,0,0,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,1,0,1,5,26,1,0,132,21,1,0,1,0,23,0,0,0,0,0,0,0,3,1,1,50.0
27,GET-ATM,Giuliano Simeone,22,ARG,RM,22,90,0,0,0,0,0,0,0,0,43,6,1,2,0.0,0.0,0.0,1,0,13,20,65.0,0,16,2,9,5,146,45,8,9,88.9,4,7,57.1,0,0,0.0,0.0,0,0,0,0,0,16,4,0,0,0,1,4,0,1,1,4,1,2,2,100.0,0,0,2,7,4,0,3,11,18,15,1,116,29,1,1,4,2,16,6,2,2,1,0,0,0,2,1,2,33.3
27,GET-ATM,Javi Galán,21,ESP,LB,30,90,0,0,0,0,0,0,0,0,64,1,0,0,0.0,0.0,0.0,1,0,46,54,85.2,6,33,4,5,2,713,207,29,30,96.7,15,15,100.0,2,3,66.7,0.0,0,4,0,0,6,41,11,2,0,0,1,9,0,1,1,0,0,0,1,0.0,1,0,0,1,4,0,0,20,29,15,0,228,148,1,0,0,0,43,7,3,2,0,0,0,0,1,2,0,100.0
27,GET-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,2,1,1,0,100,0,0,2,0.2,0.2,0.0,1,1,74,81,91.4,1,71,1,0,0,1087,254,37,38,97.4,36,37,97.3,0,5,0.0,0.0,0,0,0,0,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,11,0,10,45,53,2,2,329,223,0,0,1,1,78,0,2,3,0,0,0,0,2,4,3,57.1
27,GET-ATM,José María Giménez,2,URU,CB,30,90,0,0,0,0,0,0,0,0,106,1,1,1,0.0,0.0,0.0,0,0,84,90,93.3,6,70,0,0,0,1637,520,32,33,97.0,41,42,97.6,11,15,73.3,0.0,0,3,0,0,6,86,4,3,0,1,0,1,0,0,0,1,0,1,1,100.0,0,1,0,2,10,0,11,49,57,0,0,401,238,0,0,1,0,78,0,0,1,0,0,0,0,4,4,3,57.1
27,GET-ATM,Nahuel Molina,16,ARG,RB,26,65,0,0,0,0,0,0,0,0,57,2,0,0,0.0,0.0,0.0,0,0,43,51,84.3,3,25,1,1,1,742,234,19,21,90.5,20,23,87.0,3,4,75.0,0.0,0,2,0,0,3,43,8,0,0,0,1,8,0,2,1,1,0,1,2,50.0,1,0,0,2,3,0,1,19,28,10,0,79,43,0,0,0,0,36,3,0,0,0,0,0,0,4,0,0,0.0
